|raw_number|content|negative|neutral|positive|compound
833|#834 (12/09/65)|I was about to go into a building about 500 yards in front of me. It was about four stories high. I do not recall why I was going there. |0.0|1.0|0.0|0.0
834|#835 (12/10/65)|I was climbing somewhere outdoors. |0.0|1.0|0.0|0.0
835|#836 (12/11/65)|I took some kind of test. |0.0|1.0|0.0|0.0
836|#837 (12/12/65)|I was with several others. We were going into a building where we worked. We had to walk on a narrow ledge several stories above the ground. The ledge overlooked a shaft that resembled an elevator shaft. I was worried about falling. We had to get to the door on the other side of the shaft. When I got inside, I saw that I was a half hour late. I felt that I should be excused because of the trouble I had to get into the building. |0.084|0.916|0.0|-0.6808
837|#838 (12/12/65)|There were some colorful insects on the floor in a dimly lit room in a building. They behaved strangely. |0.109|0.891|0.0|-0.296
838|#839 (12/14/65)|I was arranging to stay overnight at a church affair. I had not expected to stay overnight. |0.0|1.0|0.0|0.0
839|#840 (12/14/65)|I was walking through an area about a mile square. The buildings appeared at first to be all seven stories high. Then I noticed that what appeared to be a sky was the underside of streets built at the seven story level and supported by the buildings. The streets were wall to wall, which gave the appearance of a sky. I went to the upper level. Later, I walked over an overpass, and I passed some caged monkeys. |0.0|0.971|0.029|0.3182
840|#841 (12/14/65)|I was trying to get a ride with my sister. We tried to jump onto a moving vehicle that had handlebars in the rear, but we missed, so we walked. |0.088|0.912|0.0|-0.4215
841|#842 (12/14/65)|I was in a building with other men. Outside someone had dumped a wrecked car in the street. A little later it was gone. Then when I looked again, it was back again. |0.078|0.922|0.0|-0.4019
842|#843 (12/15/65)|I was a hospital patient going to the dining room. I had no shirt on. But I saw one on the street and I put it on. At the dining room, the patients were being served cafeteria style for the first time. I sat by a heavyset woman, and we talked about the change. A patient (resembling a patient at the hospital named Zambella) came, and was nude from the waist down. He tried to hide his nakedness by walking across the floor in a squatting position. |0.041|0.959|0.0|-0.3919
843|#844 (12/16/65)|I was in a room. A thick wall was between my room and the next room. Women were in there praying. They were studying to be nuns. One of them was taking her vows. |0.0|0.93|0.07|0.3612
844|#845 (12/16/65)|I was in a place with other people. There was a toilet bowl that was about four feet deep to the bottom. Some towels were down there. I flushed the toilet and they moved. I regretted flushing it without removing the towels first. I tried to reach them. I reached one, and I put it where it belonged. I could see the other towels, but I could not reach them. (Yesterday I read that dreaming of flushing a toilet symbolizes the embryo's attempt to flush out of the womb the unwanted fetus that had been stillborn before its own conception. |0.051|0.927|0.022|-0.4608
845|#846 (12/16/65)|I was in a hospital. I borrowed a bed from a room. After I was finished, I brought it back. Two girls were lying on their bellies, one on top of the other. A young nurse was helping a woman patient, and I felt that I should not be there. |0.062|0.864|0.074|-0.1027
846|#847 (12/17/65)|I was in a hospital dormitory. I was in a bed, and a female patient was in one at the foot of mine. Later I was discharged, and I was afraid the female patient would tell someone about my being in the hospital. I went into a store and saw an officer from the hospital behind the counter. I knew that he was not a salesman, but a disguised house detective. I kept out of his sight so he could not tell the others about my being in the hospital. Later I was stripped from the waist up and I was exercising. I reflected that I did not have the opportunity to exercise my chest in the hospital. My chest became very protruding, almost like a woman's breast. |0.042|0.934|0.024|-0.3489
847|#848 (12/18/65)|I connected some object under the floor of a swimming pool to an electric outlet. |0.0|1.0|0.0|0.0
848|#849 (12/18/65)|I was operating an automatic printing press. Two middle-aged women were talking nearby. |0.0|1.0|0.0|0.0
849|#850 (12/18/65)|"I was taking a plastic bag containing some feminine articles to give to my sister. My mother was there, and started to hum and sing, ""I've got a beard showing, and it shines upon my knees."" I was embarrassed, because the song seemed vulgar, and I didn't like others nearby to hear it. "|0.083|0.917|0.0|-0.5588
850|#851 (12/19/65)|I was a patient in a bed in a dormitory. The patient in the next bed became friendly and I felt uncomfortable because I suspected that he was making a sexual advance. He became annoyed when I did not respond, and he moved to another bed. I felt that the other patients thought we were perverts, and that made me uncomfortable. |0.188|0.767|0.045|-0.8519
851|#852 (12/19/65)|I passed through a town on a train. No one knew the name of it, and I was annoyed. I decided to get off at the next station. |0.156|0.844|0.0|-0.5859
852|#853 (12/19/65)|"I was sitting on a wooden box. I saw some tacks on the floor and I picked them up. Then I saw some pennies on the floor. As I was picking them up, an employee (Mr. Berger whom I knew at the hospital) said, ""What are you doing, picking up pennies?"" I nodded in the affirmative. I sat on the box again, but I was uncomfortable, so I tilted it against the wall of the cove. "|0.043|0.957|0.0|-0.5267
853|#854 (12/20/65)|"I was near a stairs, and I told someone that the easiest way to remember is to say words ending in ""or."" Then my mother and sister sat on a couch and told me to sit in the center. "|0.0|0.931|0.069|0.4215
854|#855 (12/21/65)|I was a spirit and there was a man 10 feet tall. |0.0|0.866|0.134|0.1779
